data,label,CCT_xc_distance,CCT_xc_count1,CCT_xc_count7,CCT_x4_distance,CCT_x4_count1,CCT_x4_count7,r50_xc_distance,r50_xc_count1,r50_xc_count7,r50_x4_distance,r50_x4_count1,r50_x4_count7
chest_xray/train/0/CX-0-0015.jpeg_001,0,1.9993984508968548,0,0,1.5224901186326123,0,0,1.9946935687815377,0,0,0.24035127208149754,0,0
chest_xray/train/0/CX-0-0016.jpeg_000,1,5.415178832568479e-06,1,7,0.021449968647687,1,7,1.3060197723291367e-07,1,7,0.019734517723506095,1,7
chest_xray/train/0/CX-0-0016.jpeg_001,0,1.9995305513645438,0,0,1.4697595872568416,0,0,1.9945799974797618,0,0,0.2149736674978171,0,0
chest_xray/train/0/CX-0-0017.jpeg_000,1,0.0001999742786652492,1,7,0.09848365588362717,1,7,1.3171836288350391e-08,1,7,0.017108916053347523,1,7
chest_xray/train/0/CX-0-0017.jpeg_001,0,1.9999729695383124,0,0,1.5653715597315843,0,0,1.9946162004574026,0,0,0.22812775641572924,0,0
chest_xray/train/0/CX-0-0018.jpeg_000,1,0.0001328830400594283,1,7,0.06855965923605156,1,7,6.95817981943847e-06,1,7,0.04188940886691772,1,7
chest_xray/train/0/CX-0-0018.jpeg_001,0,1.9990473071036117,0,0,1.4319875714022947,0,0,1.995012060912099,0,0,0.20505079354958622,0,0
chest_xray/train/0/CX-0-0019.jpeg_000,1,9.621607905851981e-06,1,7,0.09470792566696651,1,7,8.705753518600812e-05,1,7,0.03295186268690653,1,7
chest_xray/train/0/CX-0-0019.jpeg_001,0,1.9997363167895128,0,0,1.3457247628939644,0,0,1.9931811867528788,0,0,0.21781803690588186,0,0
chest_xray/train/0/CX-0-0020.jpeg_000,1,9.096373067007946e-07,1,7,0.0604889097028809,1,7,7.616174029667633e-06,1,7,0.06933888230428276,0,6
chest_xray/train/0/CX-0-0020.jpeg_001,0,1.9996619443693326,0,0,1.4328087613490588,0,0,1.9942216191531394,0,0,0.22374353823583504,1,1
chest_xray/train/0/CX-0-0021.jpeg_000,1,5.918154457640323e-05,1,7,0.03717725558048712,1,7,1.924196617486551e-06,1,7,0.02152674043056957,1,7
chest_xray/train/0/CX-0-0021.jpeg_001,0,1.9998643373156362,0,0,1.5354064628473345,0,0,1.9948340651441276,0,0,0.22591829633787475,0,0
chest_xray/train/0/CX-0-0022.jpeg_000,1,3.261344683980205e-06,1,7,0.0683425034223617,1,7,4.4008286978591826e-05,1,7,0.056047023100902704,1,7
chest_xray/train/0/CX-0-0022.jpeg_001,0,1.9996925522772964,0,0,1.369316933790179,0,0,1.993618558323392,0,0,0.20394380802225953,0,0
chest_xray/train/0/CX-0-0023.jpeg_000,1,1.1111889902659655e-06,1,7,0.18364532541139278,1,7,1.8791815206142815e-06,1,7,0.05857574403284849,1,7
chest_xray/train/0/CX-0-0023.jpeg_001,0,1.9996656252321143,0,0,1.2595928917110242,0,0,1.9944305537776321,0,0,0.2570808857885928,0,0
chest_xray/train/0/CX-0-0024.jpeg_000,1,3.73156075030856e-05,0,6,0.035198806233470714,1,7,4.534844501025148e-07,1,7,0.02945267400180618,1,7
chest_xray/train/0/CX-0-0024.jpeg_001,0,1.999352406825833,1,1,1.5019047621409873,0,0,1.9947310913756402,0,0,0.23125603928265248,0,0
chest_xray/train/0/CX-0-0025.jpeg_000,1,0.00020695185867092292,1,7,0.06972843849177202,1,7,1.1988377890403967e-07,1,7,0.0179785533062915,1,7
chest_xray/train/0/CX-0-0025.jpeg_001,0,1.9999754531609222,0,0,1.4940917752919871,0,0,1.9945822244311255,0,0,0.2216552182843392,0,0
chest_xray/train/0/CX-0-0026.jpeg_000,1,0.00047715428204520016,1,6,0.12862445945538026,1,7,8.958867924180325e-06,1,7,0.07354293753085483,1,7
chest_xray/train/0/CX-0-0026.jpeg_001,0,1.9983042516568708,0,1,1.2965676046669217,0,0,1.9950620592333055,0,0,0.22918223565175744,0,0
chest_xray/train/0/CX-0-0027.jpeg_000,1,9.947525533382517e-05,1,7,0.02785622036309965,1,7,1.5226308728855109e-05,1,7,0.010486603632883007,1,7
chest_xray/train/0/CX-0-0027.jpeg_001,0,1.999912265363092,0,0,1.532017386211693,0,0,1.9951888248635365,0,0,0.23213244024800395,0,0
chest_xray/train/0/CX-0-0028.jpeg_000,1,3.3968400144912536e-06,1,7,0.02989457735651513,1,7,4.786706821580111e-06,1,7,0.019923396330230547,1,7
chest_xray/train/0/CX-0-0028.jpeg_001,0,1.9995512882833726,0,0,1.469744228146638,0,0,1.9949483784178104,0,0,0.247164686986313,0,0
chest_xray/train/0/CX-0-0029.jpeg_000,1,0.0004807732435907486,1,6,0.10422855657792507,1,7,3.560190381013406e-05,1,7,0.09674899087597078,1,7
chest_xray/train/0/CX-0-0029.jpeg_001,0,1.998297437420386,0,1,1.3928332270983144,0,0,1.9954706573527603,0,0,0.24773466636006924,0,0
chest_xray/train/0/CX-0-0030.jpeg_000,1,8.541089159042059e-05,1,7,0.0774985643564271,1,7,1.5467126772694684e-06,1,7,0.030398256095310328,1,7
chest_xray/train/0/CX-0-0030.jpeg_001,0,1.9998980182086097,0,0,1.4317789940875891,0,0,1.9948134454862614,0,0,0.2261746136739946,0,0
chest_xray/train/0/CX-0-0031.jpeg_000,1,4.9816968986315935e-05,1,7,0.06821806289174903,1,7,2.2605684957266448e-07,1,7,0.06606229311125245,1,7
chest_xray/train/0/CX-0-0031.jpeg_001,0,1.9993031896112268,0,0,1.480935948666855,0,0,1.9945632121692458,0,0,0.24412741255018378,0,0
chest_xray/train/0/CX-0-0032.jpeg_000,1,7.529258116323323e-05,1,7,0.08600866510941207,1,7,7.5306290702181755e-06,1,7,0.041824200100860076,1,7
chest_xray/train/0/CX-0-0032.jpeg_001,0,1.9998862946495097,0,0,1.4816181516925568,0,0,1.9950270547784115,0,0,0.2366039484057868,0,0
chest_xray/train/0/CX-0-0033.jpeg_000,1,0.000465490686344161,1,7,0.21299851740359976,1,7,9.115139054660659e-07,1,7,0.08622140758749408,1,7
chest_xray/train/0/CX-0-0033.jpeg_001,0,1.9983262967614537,0,0,1.3799106070018956,0,0,1.9947717992910006,0,0,0.22932533410697753,0,0
chest_xray/train/0/CX-0-0034.jpeg_000,1,7.056400945659735e-05,1,7,0.15750932427876596,1,7,1.9905496728700456e-07,1,7,0.04727800603417531,1,7
chest_xray/train/0/CX-0-0034.jpeg_001,0,1.999880312916913,0,0,1.51421805056832,0,0,1.9946980915985704,0,0,0.23917036908533063,0,0
chest_xray/train/0/CX-0-0035.jpeg_000,1,2.9052461270606678e-05,1,7,0.09211591862659474,1,7,4.8409997536191796e-06,1,7,0.01506374747096717,1,7
chest_xray/train/0/CX-0-0035.jpeg_001,0,1.9998053895889123,0,0,1.3898223557160718,0,0,1.9949501348350762,0,0,0.2280853213111378,0,0
chest_xray/train/0/CX-0-0036.jpeg_000,1,0.0003363595862161395,1,5,0.21135367511656655,1,6,7.931617047929329e-06,1,7,0.04099488200470014,1,7
chest_xray/train/0/CX-0-0036.jpeg_001,0,1.999999000133015,0,2,1.4608884624630767,0,1,1.995037207731201,0,0,0.2442382633555975,0,0
chest_xray/train/0/CX-0-0037.jpeg_000,1,0.0004898929161410992,0,6,0.09554393699592545,1,7,7.857315998949232e-07,1,7,0.015505035109048881,1,7
chest_xray/train/0/CX-0-0037.jpeg_001,0,1.9982803187493134,1,1,1.396975393316259,0,0,1.9945025226021702,0,0,0.22949970498240824,0,0
chest_xray/train/0/CX-0-0038.jpeg_000,1,0.00010391508560059215,1,7,0.18262551421667417,1,7,3.9152303066281036e-08,1,7,0.019399810837634646,1,7
chest_xray/train/0/CX-0-0038.jpeg_001,0,1.9999163409997454,0,0,1.4556005395667087,0,0,1.9946040150760256,0,0,0.23938359852857416,0,0
chest_xray/train/0/CX-0-0039.jpeg_000,1,0.0001268295560842292,1,7,0.03871724331125437,1,7,6.4906624549498915e-06,1,7,0.042723080016681014,1,7
chest_xray/train/0/CX-0-0039.jpeg_001,0,1.999063630817521,0,0,1.4977833481393223,0,0,1.994999333764845,0,0,0.2638336149261463,0,0
chest_xray/train/0/CX-0-0040.jpeg_000,1,2.1065747317750017e-05,1,7,0.06785872293958595,1,7,1.859665670056465e-05,1,7,0.025387328051584057,1,7
chest_xray/train/0/CX-0-0040.jpeg_001,0,1.9994273950073769,0,0,1.5196456235664286,0,0,1.9952455071848743,0,0,0.23199493209709288,0,0
chest_xray/train/0/CX-0-0041.jpeg_000,1,4.613322443336454e-05,1,6,0.05079420088525377,1,7,2.392677431406476e-06,1,7,0.02797374319741941,1,7
chest_xray/train/0/CX-0-0041.jpeg_001,0,1.9998425421428814,0,1,1.5379434195017536,0,0,1.9948569630935453,0,0,0.24410808586601196,0,0
chest_xray/train/0/CX-0-0042.jpeg_000,1,3.26162062684876e-05,1,7,0.04888267598870388,1,7,6.945440655936608e-08,1,7,0.010039073863836845,1,7
chest_xray/train/0/CX-0-0042.jpeg_001,0,1.9998142430032,0,0,1.5375289046088914,0,0,1.9946714999533686,0,0,0.2316401377717361,0,0
chest_xray/train/0/CX-0-0043.jpeg_000,1,9.664247931251424e-06,1,7,0.11811525422822322,1,7,4.4489572097461405e-06,1,7,0.11978067545578786,1,7
chest_xray/train/0/CX-0-0043.jpeg_001,0,1.999496071429044,0,0,1.386018904441774,0,0,1.9949372135308552,0,0,0.24623965374548107,0,0
chest_xray/train/0/CX-0-0044.jpeg_000,1,0.0001758649601102391,1,7,0.047782535426935446,1,7,8.495007508546593e-07,1,7,0.029545314524958566,1,7
chest_xray/train/0/CX-0-0044.jpeg_001,0,1.9999630465540832,0,0,1.481046445917841,0,0,1.9944972985745326,0,0,0.23933475182137143,0,0
chest_xray/train/0/CX-0-0045.jpeg_000,1,5.10215772664413e-06,1,7,0.03259170882038931,1,7,5.821417112805705e-07,1,7,0.015797891620143556,1,7
chest_xray/train/0/CX-0-0045.jpeg_001,0,1.9995335042260698,0,0,1.5098446984065637,0,0,1.994520786139816,0,0,0.23316390768156858,0,0
chest_xray/train/0/CX-0-0046.jpeg_000,1,1.6194741100261645e-05,1,7,0.07202381163010396,1,7,1.693458802831671e-05,1,7,0.04031740248487137,1,7
chest_xray/train/0/CX-0-0046.jpeg_001,0,1.9997654206801214,0,0,1.3566834220731736,0,0,1.9940140230955605,0,0,0.21128931148676755,0,0
chest_xray/train/0/CX-0-0047.jpeg_000,1,0.0002020657513696067,1,5,0.1105571532226518,1,7,3.483411290750027e-06,1,7,0.0911765414118374,1,7
chest_xray/train/0/CX-0-0047.jpeg_001,0,1.9988742209838337,0,2,1.3029423241765192,0,0,1.9943564469390598,0,0,0.22774870322309182,0,0
chest_xray/train/0/CX-0-0048.jpeg_000,1,6.0676346449684004e-05,1,7,0.022661227698729247,1,7,1.1984146075505464e-06,1,7,0.021928979828517603,1,7
chest_xray/train/0/CX-0-0048.jpeg_001,0,1.9998665770276192,0,0,1.4790912689996933,0,0,1.9947919974785697,0,0,0.24129272735512597,0,0
chest_xray/train/0/CX-0-0049.jpeg_000,1,2.562870803712869e-05,1,7,0.09320627659439529,1,7,5.489401947411654e-05,1,7,0.033020828284196835,1,7
chest_xray/train/0/CX-0-0049.jpeg_001,0,1.9994045503707993,0,0,1.3552254467177756,0,0,1.9934943093397144,0,0,0.2375583938793584,0,0
chest_xray/train/0/CX-0-0050.jpeg_000,1,6.613566875512955e-05,1,6,0.02745895697447942,1,7,5.459372269811524e-07,1,7,0.019139378765941628,1,7
chest_xray/train/0/CX-0-0050.jpeg_001,0,1.9992453300280748,0,1,1.4989059314745785,0,0,1.9947405781613605,0,0,0.23862318631904877,0,0
chest_xray/train/0/CX-0-0051.jpeg_000,1,6.459413196435726e-06,1,7,0.03210403866931333,1,7,1.2144932481916726e-07,1,7,0.022815962813506396,1,7
chest_xray/train/0/CX-0-0051.jpeg_001,0,1.9995212121167385,0,0,1.494673189218688,0,0,1.9946838789096932,0,0,0.24175427318097364,0,0
chest_xray/train/0/CX-0-0052.jpeg_000,1,1.9310377041614757e-05,1,7,0.040665225327659926,1,7,2.5256254865269057e-06,1,7,0.028889270946341084,1,7
chest_xray/train/0/CX-0-0052.jpeg_001,0,1.9994367064238863,0,0,1.5270191728814781,0,0,1.994863033980001,0,0,0.2351317821707105,0,0
chest_xray/train/0/CX-0-0053.jpeg_000,1,0.00017441354479963422,1,7,0.0659492849990555,1,6,6.276070077970708e-06,1,7,0.02845783671875679,1,7
chest_xray/train/0/CX-0-0053.jpeg_001,0,1.9999623768270602,0,0,1.4578138928605928,0,1,1.994993333013146,0,0,0.23929260651244666,0,0
chest_xray/train/0/CX-0-0054.jpeg_000,1,5.69361585560646e-05,1,7,0.11994762669098935,1,7,9.751578658434568e-05,0,5,0.06510925509245535,1,7
chest_xray/train/0/CX-0-0054.jpeg_001,0,1.9992772194742277,0,0,1.3950760985082336,0,0,1.993091110728087,1,2,0.2057128632874149,0,0
chest_xray/train/0/CX-0-0055.jpeg_000,1,5.0762903395229486e-05,1,7,0.0181371249593969,1,7,5.250172080861759e-06,1,7,0.019983387519646012,1,7
chest_xray/train/0/CX-0-0055.jpeg_001,0,1.999850779964232,0,0,1.5276826129501857,0,0,1.9949630575515864,0,0,0.23371802156734,0,0
chest_xray/train/0/CX-0-0056.jpeg_000,1,7.241770197952135e-06,1,7,0.06293573671299768,1,7,3.6448491003149286e-06,1,7,0.017596637620695077,1,7
chest_xray/train/0/CX-0-0056.jpeg_001,0,1.999722806923316,0,0,1.3788225592517085,0,0,1.994908733290643,0,0,0.23917145506850868,0,0
chest_xray/train/0/CX-0-0057.jpeg_000,1,1.1886719569753623e-06,1,7,0.04025299957403594,1,7,1.5864327357895114e-05,1,7,0.035592757216177495,1,7
chest_xray/train/0/CX-0-0057.jpeg_001,0,1.9996669452611164,0,0,1.5047945882798712,0,0,1.9952000297696415,0,0,0.24248022826280302,0,0
chest_xray/train/0/CX-0-0058.jpeg_000,1,4.270988924792718e-05,1,6,0.060763907689584284,1,7,1.5566806345068684e-06,1,7,0.052174930648887785,1,7
chest_xray/train/0/CX-0-0058.jpeg_001,0,1.9998360299832232,0,1,1.509795062617691,0,0,1.9948140210150962,0,0,0.2650614835674807,0,0
chest_xray/train/0/CX-0-0059.jpeg_000,1,0.0002621516937673096,0,6,0.09645614884303266,1,7,3.2868163746258006e-10,1,7,0.019856688068771833,1,7
chest_xray/train/0/CX-0-0059.jpeg_001,0,1.9987377419533439,1,1,1.3438633904413013,0,0,1.9946356592696297,0,0,0.23706537869682265,0,0
chest_xray/train/0/CX-0-0060.jpeg_000,1,2.3611433250581015e-05,1,7,0.06942328786932772,1,7,6.873112186056574e-07,1,7,0.049257097910785363,1,7
chest_xray/train/0/CX-0-0060.jpeg_001,0,1.9994144304361006,0,0,1.4166261032153988,0,0,1.9947536309845082,0,0,0.2504759609441761,0,0
chest_xray/train/0/CX-0-0061.jpeg_000,1,5.202066316645215e-05,1,7,0.12416364907358335,1,7,0.00011246116845320397,1,6,0.06334428965095817,1,7
chest_xray/train/0/CX-0-0061.jpeg_001,0,1.9992950145208872,0,0,1.303815875081555,0,0,1.9929694730126455,0,1,0.17900685429357588,0,0
chest_xray/train/0/CX-0-0062.jpeg_000,1,4.570750523236189e-05,1,6,0.02956986658121097,1,7,1.0850627876979324e-05,1,7,0.011498335143785843,1,7
chest_xray/train/0/CX-0-0062.jpeg_001,0,1.9998417528558257,0,1,1.5173995026414806,0,0,1.9951042047085707,0,0,0.23628257766067962,0,0
chest_xray/train/0/CX-0-0063.jpeg_000,1,3.158806052028229e-05,1,7,0.06756707246576332,1,7,4.1005287612638774e-05,1,7,0.05884207766782712,1,7
chest_xray/train/0/CX-0-0063.jpeg_001,0,1.9993770183253197,0,0,1.4807374879998094,0,0,1.9936552477004708,0,0,0.21915422831431308,0,0
chest_xray/train/0/CX-0-0064.jpeg_000,1,4.058061436218452e-06,1,7,0.040766346609511506,1,7,3.0275464019124954e-06,1,7,0.020217628718883884,1,7
chest_xray/train/0/CX-0-0064.jpeg_001,0,1.9996998215337494,0,0,1.5324330477539065,0,0,1.9948845947630263,0,0,0.23896681643106077,0,0
chest_xray/train/0/CX-0-0065.jpeg_000,1,0.00033951352394534506,1,5,0.08211097729245131,1,7,2.083249795115094e-06,1,7,0.03444586410690631,1,7
chest_xray/train/0/CX-0-0065.jpeg_001,0,1.9999991643440778,0,2,1.4671372778409957,0,0,1.9944197403222657,0,0,0.23083616818503971,0,0
chest_xray/train/0/CX-0-0066.jpeg_000,1,2.0728398464675557e-05,1,7,0.029475540589222193,1,7,8.853453432600134e-07,1,7,0.01535253114807833,1,7
chest_xray/train/0/CX-0-0066.jpeg_001,0,1.99978133179791,0,0,1.5223364062706946,0,0,1.9947698054135,0,0,0.24153499120581834,0,0
chest_xray/train/0/CX-0-0067.jpeg_000,1,0.00012498830736396016,1,6,0.08465945114013063,1,7,5.23902379923058e-07,1,7,0.04921195709554438,1,7
chest_xray/train/0/CX-0-0067.jpeg_001,0,1.9999334049722832,0,1,1.4181156545199098,0,0,1.9947383957785307,0,0,0.21663461873501044,0,0
chest_xray/train/0/CX-0-0068.jpeg_000,1,1.2959776914955867e-05,1,7,0.1369069818523021,1,7,7.692549619298106e-05,0,6,0.0440550455117561,1,7
chest_xray/train/0/CX-0-0068.jpeg_001,0,1.9994737782751146,0,0,1.3209465247411538,0,0,1.9932731627862852,1,1,0.2152236431074096,0,0
chest_xray/train/0/CX-0-0069.jpeg_000,1,6.345030400090046e-06,1,7,0.08767930362291765,1,7,2.3736556063580494e-05,1,7,0.03361099953793889,1,7
chest_xray/train/0/CX-0-0069.jpeg_001,0,1.999717046423486,0,0,1.383727862019157,0,0,1.9938965146000878,0,0,0.20646859325864375,0,0
chest_xray/train/0/CX-0-0070.jpeg_000,1,5.887205994925537e-06,1,7,0.03287901848215258,1,7,5.093145761470019e-06,1,7,0.015044385552775763,1,7
chest_xray/train/0/CX-0-0070.jpeg_001,0,1.9997139235252588,0,0,1.4860357915877167,0,0,1.9942977201422236,0,0,0.23013334476715364,0,0
chest_xray/train/0/CX-0-0071.jpeg_000,1,2.7866784101382436e-05,1,7,0.0697022433799932,1,7,0.00017168854065796602,0,6,0.06646582091392739,1,7
chest_xray/train/0/CX-0-0071.jpeg_001,0,1.9993939429974896,0,0,1.3789567045015638,0,0,1.9925450546890593,1,1,0.17407049031570154,0,0
chest_xray/train/0/CX-0-0072.jpeg_000,1,4.047744898716399e-05,1,7,0.05714850026094154,1,7,2.100791290815529e-05,1,7,0.018401561093389085,1,7
chest_xray/train/0/CX-0-0072.jpeg_001,0,1.9998315672664213,0,0,1.4657012247434789,0,0,1.995282769790852,0,0,0.23752842787360384,0,0
chest_xray/train/0/CX-0-0073.jpeg_000,1,0.00010777621459789888,1,7,0.1400719393436174,1,7,1.2832028581377664e-05,1,7,0.05245336175471582,1,7
chest_xray/train/0/CX-0-0073.jpeg_001,0,1.9999197386337408,0,0,1.282635285448246,0,0,1.9940960904122802,0,0,0.21276301397415887,0,0
chest_xray/train/0/CX-0-0074.jpeg_000,1,9.682232863850171e-05,1,7,0.07448519623091532,1,7,1.3005544041488903e-05,1,7,0.04504586989284176,1,7
chest_xray/train/0/CX-0-0074.jpeg_001,0,1.9991486210333764,0,0,1.408542967655226,0,0,1.9940923859347077,0,0,0.204876285065833,0,0
chest_xray/train/0/CX-0-0075.jpeg_000,1,0.00020457771989257356,1,7,0.08978168774376494,1,7,2.0281221868589938e-07,1,7,0.055431524766283324,1,7
chest_xray/train/0/CX-0-0075.jpeg_001,0,1.9999746262629818,0,0,1.4871798567273853,0,0,1.9946987011017774,0,0,0.20474063670062237,0,0
chest_xray/train/0/CX-0-0076.jpeg_000,1,7.071889095988659e-06,1,7,0.060828299178008916,1,7,1.973955094469737e-05,1,7,0.02731122302573008,1,7
chest_xray/train/0/CX-0-0076.jpeg_001,0,1.9997217487225236,0,0,1.4515987279584057,0,0,1.9952634707389274,0,0,0.2331869894491877,0,0
chest_xray/train/0/CX-0-0077.jpeg_000,1,1.8050289970483746e-05,1,7,0.040978160148462894,1,7,4.948193963905112e-06,1,7,0.012971388264450767,1,7
chest_xray/train/0/CX-0-0077.jpeg_001,0,1.9997722405841052,0,0,1.5053217486493327,0,0,1.9949535730820336,0,0,0.2335863800990554,0,0
chest_xray/train/0/CX-0-0078.jpeg_000,1,7.659831113615567e-06,1,7,0.03354670964568185,1,7,1.570380983706432e-05,1,7,0.016249252247138912,1,7
chest_xray/train/0/CX-0-0078.jpeg_001,0,1.999725351074463,0,0,1.4933937608781034,0,0,1.9951972335153703,0,0,0.22554154459008702,0,0
chest_xray/train/0/CX-0-0079.jpeg_000,1,2.787785885027816e-05,1,7,0.040478481775601094,1,7,3.313214020583821e-06,1,7,0.03305652468220488,1,7
chest_xray/train/0/CX-0-0079.jpeg_001,0,1.9998023061728494,0,0,1.540613274016061,0,0,1.9948960513992353,0,0,0.2567895009428741,0,0
chest_xray/train/0/CX-0-0080.jpeg_000,1,9.923827642976946e-07,1,7,0.029055468115645855,1,7,6.414603873627911e-07,1,7,0.012233625070450671,1,7
chest_xray/train/0/CX-0-0080.jpeg_001,0,1.9996635028828704,0,0,1.5174314711559902,0,0,1.9947495605120316,0,0,0.24150347225146396,0,0
chest_xray/train/0/CX-0-0081.jpeg_000,1,2.3613227908003687e-05,1,7,0.08975275045635644,1,7,5.486116571817856e-05,1,7,0.029241435969126428,1,7
chest_xray/train/0/CX-0-0081.jpeg_001,0,1.9997903021061139,0,0,1.3485383979009091,0,0,1.9934946664700408,0,0,0.24404197456035037,0,0
chest_xray/train/0/CX-0-0082.jpeg_000,1,4.213795263496856e-06,1,7,0.06370274394200026,1,7,2.410821760889803e-05,1,7,0.05474577437657824,1,7
chest_xray/train/0/CX-0-0082.jpeg_001,0,1.9997011467698664,0,0,1.53189439871411,0,0,1.9953274703943569,0,0,0.2604443208917018,0,0
chest_xray/train/0/CX-0-0083.jpeg_000,1,4.431582640851417e-07,1,7,0.0852027289824675,1,7,1.537547484031787e-05,1,7,0.07463407871323902,1,7
chest_xray/train/0/CX-0-0083.jpeg_001,0,1.9996512700612548,0,0,1.4503200900457665,0,0,1.9951914664075705,0,0,0.23686800734536917,0,0
chest_xray/train/0/CX-0-0084.jpeg_000,1,7.718201414097514e-06,1,6,0.04273895909408165,1,7,2.6590704753970407e-05,1,7,0.023483413383495688,1,7
chest_xray/train/0/CX-0-0084.jpeg_001,0,1.9997256997964932,0,1,1.5124853671014429,0,0,1.995361084567158,0,0,0.24653655051396917,0,0
chest_xray/train/0/CX-0-0085.jpeg_000,1,0.00010570523242037222,1,7,0.03638249711390629,1,7,1.6414691861310615e-07,1,7,0.018728610416974822,1,7
chest_xray/train/0/CX-0-0085.jpeg_001,0,1.999917932728194,0,0,1.537529980982075,0,0,1.9945735608052764,0,0,0.24283084556386492,0,0
