data,label,CCT_xc_class_000_distance,CCT_xc_class_001_distance,CCT_xc_class_000_count5,CCT_xc_class_001_count5,CCT_xc_class_000_count7,CCT_xc_class_001_count7,CCT_x4_class_000_distance,CCT_x4_class_001_distance,CCT_x4_class_000_count5,CCT_x4_class_001_count5,CCT_x4_class_000_count7,CCT_x4_class_001_count7,r50_xc_class_000_distance,r50_xc_class_001_distance,r50_xc_class_000_count5,r50_xc_class_001_count5,r50_xc_class_000_count7,r50_xc_class_001_count7,r50_xc_class_000_xs5,r50_xc_class_001_xs5,r50_xc_class_000_xs3,r50_xc_class_001_xs3,r50_x4_class_000_distance,r50_x4_class_001_distance,r50_x4_class_000_count5,r50_x4_class_001_count5,r50_x4_class_000_count7,r50_x4_class_001_count7
chest_hosp/train/0/CX-0-0020.jpeg,0,1.27463431,1.970846149,5,0,7,0,0.113483386,0.752345616,4,1,6,1,7.63E-06,1.994221429,5,0,7,0,5,0,3,0,0.069340707,0.223736384,4,1,6,1
chest_hosp/train/0/CX-0-0021.jpeg,0,0.41340936,0.005673521,1,4,2,5,0.08516151,0.593641098,5,0,7,0,1.94E-06,1.994834724,5,0,7,0,5,0,3,0,0.02152792,0.225923356,5,0,7,0
chest_hosp/train/0/CX-0-0022.jpeg,0,0.620473236,1.614097401,4,1,5,2,0.16400538,0.624275461,5,0,7,0,4.40E-05,1.993618825,5,0,7,0,5,0,3,0,0.056047881,0.203943233,5,0,7,0
chest_hosp/train/0/CX-0-0023.jpeg,0,0.468758955,0.000791715,0,5,0,7,0.206736561,0.526882299,5,0,7,0,1.89E-06,1.994430302,5,0,7,0,5,0,3,0,0.058578146,0.257083261,5,0,7,0
chest_hosp/train/0/CX-0-0024.jpeg,0,0.465790173,0.000937427,0,5,0,7,0.222900216,0.451514106,5,0,7,0,4.52E-07,1.994730951,5,0,7,0,5,0,3,0,0.029451558,0.23125653,5,0,7,0
chest_hosp/train/0/CX-0-0025.jpeg,0,0.505697541,5.24E-06,0,5,0,7,0.21293791,0.405980648,5,0,7,0,1.20E-07,1.994582345,5,0,7,0,5,0,3,0,0.017979594,0.221658433,5,0,7,0
chest_hosp/train/0/CX-0-0026.jpeg,0,0.347418523,0.018131351,3,2,4,3,0.264267055,0.504457186,4,1,6,1,8.96E-06,1.995062221,5,0,7,0,5,0,3,0,0.073545363,0.229183004,5,0,7,0
chest_hosp/train/0/CX-0-0027.jpeg,0,0.496504564,2.72E-05,1,4,1,6,0.118745738,0.505924952,5,0,7,0,1.52E-05,1.99518872,5,0,7,0,5,0,3,0,0.010486554,0.232127987,5,0,7,0
chest_hosp/train/0/CX-0-0028.jpeg,0,0.450457242,0.001893423,1,4,2,5,0.087197365,0.519517312,5,0,7,0,4.79E-06,1.994948651,5,0,7,0,5,0,3,0,0.019922905,0.247167219,5,0,7,0
chest_hosp/train/0/CX-0-0029.jpeg,0,0.337756062,0.020642809,1,4,1,6,0.206973521,0.487991291,5,0,7,0,3.56E-05,1.995470493,5,0,7,0,5,0,3,0,0.09675439,0.247743465,5,0,7,0
chest_hosp/train/0/CX-0-0030.jpeg,0,0.369830632,0.013013053,0,5,1,6,0.179068194,0.562713706,5,0,7,0,1.54E-06,1.99481308,5,0,7,0,5,0,3,0,0.030396229,0.226175137,5,0,7,0
chest_hosp/train/0/CX-0-0031.jpeg,0,0.929101942,1.830257195,4,1,6,1,0.222155005,0.686662051,5,0,7,0,2.29E-07,1.99456281,5,0,7,0,5,0,3,0,0.06606489,0.244129734,5,0,7,0
chest_hosp/train/0/CX-0-0032.jpeg,0,1.325968532,1.982336277,4,1,6,1,0.251121576,0.864367265,5,0,7,0,7.54E-06,1.995027248,5,0,7,0,5,0,3,0,0.041823455,0.23660857,5,0,7,0
chest_hosp/train/0/CX-0-0033.jpeg,0,0.436122284,0.003103422,2,3,2,5,0.307336702,0.417035993,4,1,6,1,9.09E-07,1.99477165,5,0,7,0,5,0,3,0,0.086216998,0.229321678,5,0,7,0
chest_hosp/train/0/CX-0-0034.jpeg,0,0.46538824,0.000958125,2,3,2,5,0.208893767,0.509304436,5,0,7,0,2.01E-07,1.994698507,5,0,7,0,5,0,3,0,0.047280493,0.239181474,5,0,7,0
chest_hosp/train/0/CX-0-0035.jpeg,0,1.340365787,1.985079,5,0,6,1,0.323514932,0.784715345,5,0,7,0,4.85E-06,1.994950535,5,0,7,0,5,0,3,0,0.015061609,0.228090064,5,0,7,0
chest_hosp/train/0/CX-0-0036.jpeg,0,0.536317661,0.000726592,1,4,2,5,0.267437731,0.397761224,4,1,6,1,7.95E-06,1.995037648,5,0,7,0,5,0,3,0,0.040993094,0.244240838,5,0,7,0
chest_hosp/train/0/CX-0-0037.jpeg,0,0.186142259,0.091239,1,4,2,5,0.165220278,0.544683809,5,0,7,0,7.81E-07,1.994503007,5,0,7,0,5,0,3,0,0.01550504,0.229501821,5,0,7,0
chest_hosp/train/0/CX-0-0038.jpeg,0,0.497320855,2.06E-05,1,4,1,6,0.223548755,0.442173307,5,0,7,0,3.90E-08,1.994604122,5,0,7,0,5,0,3,0,0.019399965,0.239390867,5,0,7,0
chest_hosp/train/0/CX-0-0039.jpeg,0,0.446498893,0.002196536,2,3,2,5,0.139203126,0.48562569,5,0,7,0,6.50E-06,1.994999757,5,0,7,0,5,0,3,0,0.042725248,0.263837266,5,0,7,0
chest_hosp/train/0/CX-0-0040.jpeg,0,0.310872749,0.028665399,1,4,2,5,0.139322611,0.566089551,5,0,7,0,1.86E-05,1.99524562,5,0,7,0,5,0,3,0,0.025388396,0.231994586,5,0,7,0
chest_hosp/train/0/CX-0-0041.jpeg,0,1.32705798,1.982551307,5,0,7,0,0.158130727,0.781596749,5,0,7,0,2.40E-06,1.994857214,5,0,7,0,5,0,3,0,0.027978859,0.244117093,5,0,7,0
chest_hosp/train/0/CX-0-0042.jpeg,0,0.498063484,1.55E-05,0,5,1,6,0.176973495,0.368025286,5,0,6,1,6.78E-08,1.994671101,5,0,7,0,5,0,3,0,0.010039372,0.231646306,5,0,7,0
chest_hosp/train/0/CX-0-0043.jpeg,0,0.724052793,1.696818026,4,1,6,1,0.159473483,0.639987656,5,0,7,0,4.46E-06,1.99493755,5,0,7,0,0,5,0,3,0.119785297,0.24624609,5,0,7,0
chest_hosp/train/0/CX-0-0044.jpeg,0,1.07719694,1.903471508,5,0,7,0,0.095277721,0.660008614,5,0,7,0,8.49E-07,1.994497397,5,0,7,0,5,0,3,0,0.029544459,0.239340755,5,0,7,0
chest_hosp/train/0/CX-0-0045.jpeg,0,1.154203726,1.933963651,4,1,6,1,0.124876322,0.747176167,5,0,7,0,5.85E-07,1.994520617,5,0,7,0,5,0,3,0,0.015796189,0.233158955,5,0,7,0
chest_hosp/train/0/CX-0-0046.jpeg,0,0.818301836,1.762917173,3,2,4,3,0.178050977,0.636505409,5,0,7,0,1.70E-05,1.99401344,5,0,7,0,5,0,3,0,0.040318524,0.211280193,5,0,7,0
chest_hosp/train/0/CX-0-0047.jpeg,0,0.498378713,1.35E-05,0,5,0,7,0.250006204,0.291152433,3,2,4,3,3.48E-06,1.994356761,5,0,7,0,5,0,3,0,0.091177494,0.227750396,5,0,7,0
chest_hosp/train/0/CX-0-0048.jpeg,0,0.475620521,0.000502923,0,5,0,7,0.071662988,0.525969251,5,0,7,0,1.20E-06,1.994792059,5,0,7,0,5,0,3,0,0.021927982,0.241296552,5,0,7,0
chest_hosp/train/0/CX-0-0049.jpeg,0,0.174570527,0.099854456,3,2,4,3,0.298993351,0.614216081,5,0,7,0,5.49E-05,1.99349477,5,0,7,0,5,0,3,0,0.033026645,0.237563131,5,0,7,0
chest_hosp/train/0/CX-0-0050.jpeg,0,1.305517142,1.978075027,5,0,7,0,0.116634876,0.777958319,5,0,7,0,5.46E-07,1.994740696,5,0,7,0,5,0,3,0,0.019141081,0.238628017,5,0,7,0
chest_hosp/train/0/CX-0-0051.jpeg,0,1.001712323,1.868535049,5,0,7,0,0.078946582,0.694205783,5,0,7,0,1.20E-07,1.994683713,5,0,7,0,5,0,3,0,0.022812514,0.241751818,5,0,7,0
chest_hosp/train/0/CX-0-0052.jpeg,0,0.508265711,1.92E-05,1,4,1,6,0.293732628,0.383214377,5,0,7,0,2.52E-06,1.994862906,5,0,7,0,5,0,3,0,0.028889096,0.235136015,5,0,7,0
chest_hosp/train/0/CX-0-0053.jpeg,0,0.415406142,0.005414511,0,5,1,6,0.163526572,0.501807927,5,0,7,0,6.27E-06,1.994993294,5,0,7,0,5,0,3,0,0.028458052,0.239292579,5,0,7,0
chest_hosp/train/0/CX-0-0054.jpeg,0,0.482221614,0.000287562,0,5,1,6,0.301687572,0.491791997,5,0,7,0,9.76E-05,1.993090623,3,2,5,2,5,0,3,0,0.065109138,0.205711441,5,0,7,0
chest_hosp/train/0/CX-0-0055.jpeg,0,1.416817166,1.995923128,5,0,7,0,0.234696425,1.089435627,5,0,7,0,5.25E-06,1.994963208,5,0,7,0,5,0,3,0,0.019985195,0.233723533,5,0,7,0
chest_hosp/train/0/CX-0-0056.jpeg,0,0.486722182,0.000175401,2,3,2,5,0.131828851,0.508844475,5,0,7,0,3.65E-06,1.994908813,5,0,7,0,5,0,3,0,0.017596194,0.239174837,5,0,7,0
chest_hosp/train/0/CX-0-0057.jpeg,0,0.286709077,0.03728014,4,1,4,3,0.263924775,0.599188599,5,0,7,0,1.59E-05,1.995200262,5,0,7,0,5,0,3,0,0.035592086,0.242493034,5,0,7,0
chest_hosp/train/0/CX-0-0058.jpeg,0,0.4635022,0.001058357,1,4,1,6,0.231286817,0.489567954,5,0,7,0,1.56E-06,1.994814123,5,0,7,0,5,0,3,0,0.052175804,0.265072527,5,0,7,0
chest_hosp/train/0/CX-0-0059.jpeg,0,1.262171293,1.967663733,5,0,7,0,0.215186143,0.799699175,5,0,7,0,3.05E-10,1.994635625,5,0,7,0,5,0,3,0,0.01985769,0.237069249,5,0,7,0
chest_hosp/train/0/CX-0-0060.jpeg,0,1.37299782,1.99048872,5,0,7,0,0.324993197,1.054747391,5,0,7,0,6.91E-07,1.994753994,5,0,7,0,5,0,3,0,0.049249427,0.250476689,5,0,7,0
chest_hosp/train/0/CX-0-0061.jpeg,0,1.202948863,1.950516769,5,0,7,0,0.242643842,0.702972927,5,0,7,0,0.000112503,1.992969214,5,0,6,1,5,0,3,0,0.06334673,0.179007553,5,0,7,0
chest_hosp/train/0/CX-0-0062.jpeg,0,1.271630456,1.970092922,5,0,7,0,0.106483104,0.687788991,5,0,7,0,1.09E-05,1.995104465,5,0,7,0,5,0,3,0,0.011498137,0.236280964,5,0,7,0
chest_hosp/train/0/CX-0-0063.jpeg,0,0.238003341,0.059304266,5,0,6,1,0.304235501,0.610241951,5,0,7,0,4.10E-05,1.993654834,5,0,7,0,5,0,3,0,0.058847334,0.21915621,5,0,7,0
chest_hosp/train/0/CX-0-0064.jpeg,0,1.389769632,1.992821996,5,0,7,0,0.158733265,0.880535032,5,0,7,0,3.02E-06,1.99488446,5,0,7,0,5,0,3,0,0.020215926,0.238969373,5,0,7,0
chest_hosp/train/0/CX-0-0065.jpeg,0,1.436021344,1.997613758,5,0,7,0,0.371968705,1.231265413,5,0,7,0,2.08E-06,1.994419908,5,0,7,0,5,0,3,0,0.034443563,0.230837075,5,0,7,0
chest_hosp/train/0/CX-0-0066.jpeg,0,1.360743334,1.988590286,5,0,7,0,0.144398964,0.92754934,5,0,7,0,8.87E-07,1.99477002,5,0,7,0,5,0,3,0,0.01535195,0.241540389,5,0,7,0
chest_hosp/train/0/CX-0-0067.jpeg,0,0.488040313,0.000147827,2,3,3,4,0.217413727,0.435459605,5,0,7,0,5.26E-07,1.994738651,5,0,7,0,5,0,3,0,0.049212068,0.216633407,5,0,7,0
chest_hosp/train/0/CX-0-0068.jpeg,0,1.38505292,1.992197092,4,1,6,1,0.344668377,1.001591364,5,0,7,0,7.69E-05,1.993273032,4,1,6,1,5,0,3,0,0.044054184,0.215230152,5,0,7,0
chest_hosp/train/0/CX-0-0069.jpeg,0,0.49065163,0.000100218,0,5,0,7,0.21868263,0.383020074,3,2,5,2,2.38E-05,1.993895925,5,0,7,0,5,0,3,0,0.033612706,0.206471668,5,0,7,0
chest_hosp/train/0/CX-0-0070.jpeg,0,1.320623481,1.981263662,5,0,7,0,0.152461383,0.774106411,5,0,7,0,5.09E-06,1.99429788,5,0,7,0,5,0,3,0,0.015043396,0.23013838,5,0,7,0
chest_hosp/train/0/CX-0-0071.jpeg,0,1.253375128,1.965327273,5,0,7,0,0.14731258,0.762306071,5,0,7,0,0.000171648,1.992545397,4,1,6,1,5,0,3,0,0.066466912,0.174078944,5,0,7,0
chest_hosp/train/0/CX-0-0072.jpeg,0,1.288156606,1.974127511,5,0,7,0,0.153553412,0.775639594,5,0,7,0,2.10E-05,1.995282872,5,0,7,0,5,0,3,0,0.018400372,0.237535103,5,0,7,0
chest_hosp/train/0/CX-0-0073.jpeg,0,0.492608693,7.06E-05,0,5,0,7,0.142492302,0.408192482,5,0,7,0,1.28E-05,1.994096224,5,0,7,0,5,0,3,0,0.052457441,0.21276503,5,0,7,0
chest_hosp/train/0/CX-0-0074.jpeg,0,0.481378375,0.000311691,0,5,1,6,0.156785826,0.42536249,5,0,7,0,1.30E-05,1.994091854,5,0,7,0,5,0,3,0,0.0450461,0.204881427,5,0,7,0
chest_hosp/train/0/CX-0-0075.jpeg,0,0.351674751,0.017084527,3,2,4,3,0.244425827,0.636540549,5,0,7,0,2.01E-07,1.994698523,5,0,7,0,5,0,3,0,0.055436568,0.204747199,5,0,7,0
chest_hosp/train/0/CX-0-0076.jpeg,0,1.395187523,1.993509285,5,0,7,0,0.187039713,0.948108371,5,0,7,0,1.97E-05,1.995263401,5,0,7,0,5,0,3,0,0.027311279,0.233190508,5,0,7,0
chest_hosp/train/0/CX-0-0077.jpeg,0,1.362262458,1.988834396,5,0,7,0,0.220260223,0.92544562,5,0,7,0,4.95E-06,1.994953641,5,0,7,0,5,0,3,0,0.012971916,0.233589911,5,0,7,0
chest_hosp/train/0/CX-0-0078.jpeg,0,0.155479914,1.044843132,4,1,5,2,0.1675015,0.631500492,5,0,7,0,1.57E-05,1.995197249,5,0,7,0,5,0,3,0,0.016249627,0.225545682,5,0,7,0
chest_hosp/train/0/CX-0-0079.jpeg,0,1.321343889,1.981409934,5,0,7,0,0.176054506,0.880605652,5,0,7,0,3.31E-06,1.994896113,5,0,7,0,5,0,3,0,0.033055127,0.256792369,5,0,7,0
chest_hosp/train/0/CX-0-0080.jpeg,0,1.252294883,1.965035211,5,0,7,0,0.108106813,0.721615801,5,0,7,0,6.43E-07,1.99474978,5,0,7,0,5,0,3,0,0.012233103,0.241509101,5,0,7,0
chest_hosp/train/0/CX-0-0081.jpeg,0,1.361104458,1.988648539,5,0,7,0,0.220568576,0.802346105,5,0,7,0,5.48E-05,1.993494885,5,0,7,0,5,0,3,0,0.029241251,0.244043719,5,0,7,0
chest_hosp/train/0/CX-0-0082.jpeg,0,1.047754712,1.8904347,4,1,6,1,0.157819597,0.741438102,5,0,7,0,2.41E-05,1.995327683,5,0,7,0,5,0,3,0,0.054750995,0.260442938,5,0,7,0
chest_hosp/train/0/CX-0-0083.jpeg,0,0.877793689,1.80043106,4,1,5,2,0.187092597,0.725747622,5,0,7,0,1.54E-05,1.995191396,5,0,7,0,5,0,3,0,0.074627519,0.236870204,5,0,7,0
chest_hosp/train/0/CX-0-0084.jpeg,0,1.349673787,1.986737277,5,0,7,0,0.197219962,0.880331742,5,0,7,0,2.66E-05,1.995361436,5,0,7,0,5,0,3,0,0.023484155,0.246537809,5,0,7,0
chest_hosp/train/0/CX-0-0085.jpeg,0,1.393324079,1.993276591,5,0,7,0,0.195780902,0.951307796,5,0,7,0,1.65E-07,1.994573501,5,0,7,0,5,0,3,0,0.018728166,0.242831807,5,0,7,0
chest_hosp/train/0/CX-0-0086.jpeg,0,0.397756945,0.007932293,2,3,3,4,0.184851337,0.491447701,5,0,7,0,1.75E-05,1.99400295,5,0,7,0,5,0,3,0,0.045742744,0.217233284,5,0,7,0
chest_hosp/train/0/CX-0-0087.jpeg,0,7.67E-05,0.513669043,4,1,6,1,0.101912968,0.600626195,4,1,6,1,1.94E-07,1.9945684,5,0,7,0,5,0,3,0,0.009605215,0.239075281,5,0,7,0
chest_hosp/train/0/CX-0-0088.jpeg,0,1.275521339,1.971066891,5,0,7,0,0.213861682,0.709009956,5,0,7,0,2.37E-06,1.99485583,5,0,7,0,5,0,3,0,0.02429953,0.236553026,5,0,7,0
chest_hosp/train/0/CX-0-0089.jpeg,0,1.111630881,1.917755144,4,1,6,1,0.185020085,0.683950698,5,0,7,0,4.05E-06,1.99433476,5,0,7,0,5,0,3,0,0.03040142,0.240968849,5,0,7,0
chest_hosp/train/0/CX-0-0090.jpeg,0,0.148517116,0.121716942,2,3,4,3,0.220193172,0.610070258,5,0,7,0,8.49E-07,1.994767073,5,0,7,0,5,0,3,0,0.021234964,0.24503779,5,0,7,0
chest_hosp/train/0/CX-0-0091.jpeg,0,0.455583983,0.00153546,1,4,1,6,0.182869491,0.419780333,5,0,7,0,1.75E-05,1.994003329,5,0,7,0,5,0,3,0,0.031091328,0.194823468,5,0,7,0
chest_hosp/train/0/CX-0-0092.jpeg,0,0.489539104,0.000119363,1,4,1,6,0.29700119,0.272516462,1,4,3,4,2.79E-06,1.994386,5,0,7,0,5,0,3,0,0.028603981,0.240261244,5,0,7,0
chest_hosp/train/0/CX-0-0093.jpeg,0,1.403585735,1.99450961,5,0,7,0,0.245652605,0.984125641,5,0,7,0,2.35E-05,1.99390007,5,0,7,0,5,0,3,0,0.051102218,0.244005652,5,0,7,0
chest_hosp/train/0/CX-0-0094.jpeg,0,1.211022804,1.953048261,5,0,7,0,0.230129901,0.722602275,5,0,7,0,1.36E-05,1.994079484,5,0,7,0,3,2,2,1,0.054027286,0.208565796,5,0,7,0
chest_hosp/train/0/CX-0-0095.jpeg,0,1.430926851,1.997207509,5,0,7,0,0.093824328,0.732615557,5,0,7,0,1.48E-06,1.994809353,5,0,7,0,5,0,3,0,0.035822599,0.238530486,5,0,7,0
chest_hosp/train/0/CX-0-0096.jpeg,0,0.050913061,0.801528546,3,2,5,2,0.36676996,0.674057681,5,0,7,0,1.49E-05,1.995182462,5,0,7,0,5,0,3,0,0.031165717,0.241530952,5,0,7,0
chest_hosp/train/0/CX-0-0097.jpeg,0,1.379872858,1.991482511,4,1,6,1,0.325674232,1.048662008,5,0,7,0,1.02E-05,1.99509018,5,0,7,0,5,0,3,0,0.03731461,0.269183915,5,0,7,0
chest_hosp/train/0/CX-0-0098.jpeg,0,0.446395972,0.00220473,2,3,2,5,0.081029358,0.441936629,5,0,7,0,5.99E-06,1.994269046,5,0,7,0,5,0,3,0,0.028914663,0.221103326,5,0,7,0
chest_hosp/train/0/CX-0-0099.jpeg,0,0.313973868,0.027659006,1,4,2,5,0.33889225,0.562800866,5,0,7,0,2.36E-06,1.99440587,5,0,7,0,5,0,3,0,0.063217321,0.240632482,5,0,7,0
chest_hosp/train/0/CX-0-0100.jpeg,0,1.315954541,1.980302851,4,1,6,1,0.162360413,0.812798833,5,0,7,0,3.66E-06,1.994349573,4,1,6,1,5,0,3,0,0.038121831,0.225547575,5,0,7,0
chest_hosp/train/0/CX-0-0101.jpeg,0,1.26579102,1.96860355,5,0,7,0,0.150248884,0.800219397,5,0,7,0,1.06E-06,1.994782963,5,0,7,0,5,0,3,0,0.035205324,0.248011928,5,0,7,0
chest_hosp/train/0/CX-0-0102.jpeg,0,1.402895242,1.994430366,5,0,7,0,0.169216686,0.947829715,5,0,7,0,7.28E-06,1.995020649,5,0,7,0,5,0,3,0,0.022474662,0.232998128,5,0,7,0
chest_hosp/train/0/CX-0-0103.jpeg,0,1.340560971,1.985114705,5,0,6,1,0.231969524,0.932815323,5,0,7,0,2.90E-06,1.99487924,5,0,7,0,5,0,3,0,0.033437418,0.244568853,5,0,7,0
chest_hosp/train/0/CX-0-0104.jpeg,0,1.25027155,1.964485165,5,0,7,0,0.230278651,0.784115083,5,0,7,0,1.87E-07,1.994696181,5,0,7,0,5,0,3,0,0.031705416,0.251531896,5,0,7,0
chest_hosp/train/0/CX-0-0105.jpeg,0,0.419737614,0.004874882,0,5,0,7,0.153070584,0.501341236,5,0,7,0,1.29E-07,1.994685487,5,0,7,0,5,0,3,0,0.024180745,0.228602331,5,0,7,0
chest_hosp/train/0/CX-0-0106.jpeg,0,0.415218331,0.005438596,1,4,3,4,0.280063785,0.37594088,4,1,5,2,0.006549815,1.976295844,1,4,2,5,5,0,3,0,0.099837588,0.1440432,5,0,6,1
chest_hosp/train/0/CX-0-0107.jpeg,0,1.412823398,1.995517602,5,0,7,0,0.406172426,1.082460585,5,0,7,0,3.52E-05,1.993730109,5,0,7,0,5,0,3,0,0.047148395,0.246436509,5,0,7,0
chest_hosp/train/0/CX-0-0108.jpeg,0,1.360258976,1.988511935,5,0,7,0,0.284727284,0.929046133,5,0,7,0,1.65E-06,1.994443723,5,0,7,0,5,0,3,0,0.016003754,0.228119056,5,0,7,0
chest_hosp/train/0/CX-0-0109.jpeg,0,0.450779752,0.001869757,2,3,2,5,0.16404558,0.503300562,5,0,7,0,7.70E-06,1.995031405,5,0,7,0,5,0,3,0,0.016949164,0.248381053,5,0,7,0
chest_hosp/train/0/CX-0-0110.jpeg,0,0.451704786,0.001802734,0,5,0,7,0.224001006,0.467410042,5,0,7,0,1.23E-06,1.994469859,5,0,7,0,5,0,3,0,0.041509064,0.250985679,5,0,7,0
chest_hosp/train/0/CX-0-0111.jpeg,0,0.353455688,0.016657102,0,5,0,7,0.169356704,0.571663504,5,0,7,0,3.02E-06,1.994375739,5,0,7,0,5,0,3,0,0.04468962,0.240280326,5,0,7,0
chest_hosp/train/0/CX-0-0112.jpeg,0,0.489474735,0.000120522,0,5,1,6,0.101228943,0.573860286,5,0,7,0,9.33E-08,1.994677684,5,0,7,0,5,0,3,0,0.012964786,0.224749988,5,0,7,0
chest_hosp/train/0/CX-0-0113.jpeg,0,0.514497676,8.89E-05,0,5,0,7,0.228059339,0.391933733,5,0,7,0,3.47E-06,1.994902284,5,0,7,0,5,0,3,0,0.018659293,0.243147321,5,0,7,0
chest_hosp/train/0/CX-0-0114.jpeg,0,1.328979773,1.982927646,5,0,7,0,0.120017528,0.764365039,5,0,7,0,1.05E-05,1.995096648,5,0,7,0,5,0,3,0,0.035073889,0.233622133,5,0,7,0
chest_hosp/train/0/CX-0-0115.jpeg,0,1.397249492,1.993762238,5,0,7,0,0.12799195,0.749367051,5,0,7,0,1.62E-06,1.994817958,5,0,7,0,5,0,3,0,0.020174121,0.216044553,5,0,7,0
